ID;nps_question;csat_atendimento;csat_ambiente;csat_qualidade;date;city
ID7509;1;4;3;1;30/07/2023;Bauru
ID7510;3;1;5;5;02/03/2023;Piracicaba
ID7511;2;3;1;5;04/06/2023;Marilia
ID7512;4;3;3;1;18/11/2023;Ribeirao Preto
ID7513;10;4;3;2;12/09/2023;Bauru
ID7514;9;3;2;5;16/03/2023;Piracicaba
ID7515;7;2;2;1;20/04/2023;Marilia
ID7516;4;2;5;1;14/05/2023;Ribeirao Preto
ID7517;10;3;1;1;01/06/2023;Bauru
ID7518;7;3;3;4;27/05/2023;Piracicaba
ID7519;5;3;5;1;11/02/2023;Marilia
ID7520;9;2;4;4;07/10/2023;Ribeirao Preto
ID7521;8;4;5;5;23/03/2023;Bauru
ID7522;6;3;5;3;27/06/2023;Piracicaba
ID7523;7;3;2;3;03/03/2023;Marilia
ID7524;10;1;2;4;13/01/2023;Ribeirao Preto
ID7525;3;1;4;5;16/07/2023;Bauru
ID7526;9;3;3;1;21/05/2023;Piracicaba
ID7527;2;3;2;2;07/04/2023;Marilia
ID7528;4;4;4;2;30/12/2023;Ribeirao Preto
ID7529;8;1;3;3;15/07/2023;Bauru
ID7530;8;4;1;5;22/05/2023;Piracicaba
ID7531;7;4;5;5;21/02/2023;Marilia
ID7532;2;2;4;2;14/08/2023;Ribeirao Preto
ID7533;3;3;3;4;01/12/2023;Bauru
ID7534;2;5;2;4;24/01/2023;Piracicaba
ID7535;10;5;5;2;13/10/2023;Marilia
ID7536;1;4;2;5;22/09/2023;Ribeirao Preto
ID7537;10;3;2;2;26/10/2023;Bauru
ID7538;9;3;5;1;28/03/2023;Piracicaba
ID7539;1;4;4;3;08/09/2023;Marilia
ID7540;8;5;1;5;07/10/2023;Ribeirao Preto
ID7541;2;3;1;5;06/05/2023;Bauru
ID7542;7;2;2;4;11/12/2023;Piracicaba
ID7543;5;4;2;4;30/12/2023;Marilia
ID7544;5;4;2;3;16/10/2023;Ribeirao Preto
ID7545;5;3;1;5;13/05/2023;Bauru
ID7546;9;3;5;2;02/02/2023;Piracicaba
ID7547;10;2;3;4;10/05/2023;Marilia
ID7548;9;5;2;5;05/11/2023;Ribeirao Preto
ID7549;3;2;1;4;02/10/2023;Bauru
ID7550;2;5;1;1;27/04/2023;Piracicaba
ID7551;3;3;3;1;28/05/2023;Marilia
ID7552;1;4;4;5;07/05/2023;Ribeirao Preto
ID7553;6;5;4;1;16/12/2023;Bauru
ID7554;7;2;1;1;29/01/2023;Piracicaba
ID7555;4;4;2;5;04/02/2023;Marilia
ID7556;1;3;2;3;13/10/2023;Ribeirao Preto
ID7557;9;3;3;3;07/10/2023;Bauru
ID7558;9;3;3;3;26/03/2023;Piracicaba
ID7559;7;4;5;2;03/09/2023;Marilia
ID7560;8;5;5;4;11/02/2023;Ribeirao Preto
ID7561;8;5;1;3;09/03/2023;Bauru
ID7562;7;5;1;4;20/06/2023;Piracicaba
ID7563;6;2;5;4;20/01/2023;Marilia
ID7564;9;1;4;5;03/05/2023;Ribeirao Preto
ID7565;10;5;3;1;21/08/2023;Bauru
ID7566;6;3;2;3;05/10/2023;Piracicaba
ID7567;3;3;5;5;26/10/2023;Marilia
ID7568;4;3;5;4;31/01/2023;Ribeirao Preto
ID7569;1;4;5;2;28/10/2023;Bauru
ID7570;4;3;5;3;02/02/2023;Piracicaba
ID7571;9;4;3;5;19/05/2023;Marilia
ID7572;3;2;1;5;06/11/2023;Ribeirao Preto
ID7573;5;4;4;4;14/08/2023;Bauru
ID7574;6;2;2;3;29/05/2023;Piracicaba
ID7575;2;5;3;3;04/09/2023;Marilia
ID7576;4;5;5;5;28/01/2023;Ribeirao Preto
ID7577;10;3;5;2;21/03/2023;Bauru
ID7578;3;4;2;4;05/04/2023;Piracicaba
ID7579;4;5;3;2;12/05/2023;Marilia
ID7580;10;4;4;1;12/09/2023;Ribeirao Preto
ID7581;5;2;5;4;16/05/2023;Bauru
ID7582;10;4;5;5;26/09/2023;Piracicaba
ID7583;9;3;2;1;27/04/2023;Marilia
ID7584;10;1;5;5;14/06/2023;Ribeirao Preto
ID7585;9;5;4;5;12/07/2023;Bauru
ID7586;8;3;4;1;04/09/2023;Piracicaba
ID7587;8;3;5;4;29/03/2023;Marilia
ID7588;7;5;2;1;18/11/2023;Ribeirao Preto
ID7589;4;2;3;1;04/11/2023;Bauru
ID7590;6;4;5;1;09/02/2023;Piracicaba
ID7591;2;5;3;2;28/07/2023;Marilia
ID7592;2;5;2;4;12/10/2023;Ribeirao Preto
ID7593;4;3;5;3;28/09/2023;Bauru
ID7594;6;4;2;4;19/01/2023;Piracicaba
ID7595;7;1;1;5;29/03/2023;Marilia
ID7596;10;4;5;1;14/06/2023;Ribeirao Preto
ID7597;5;4;2;2;08/04/2023;Bauru
ID7598;1;2;5;5;07/02/2023;Piracicaba
ID7599;3;4;1;5;20/12/2023;Marilia
ID7600;3;1;1;2;28/06/2023;Ribeirao Preto
ID7601;5;3;3;2;08/10/2023;Bauru
ID7602;5;1;3;4;14/05/2023;Piracicaba
ID7603;5;2;3;1;17/10/2023;Marilia
ID7604;8;1;2;1;15/04/2023;Ribeirao Preto
ID7605;3;5;2;4;11/03/2023;Bauru
ID7606;8;4;5;3;28/12/2023;Piracicaba
ID7607;10;1;3;4;08/02/2023;Marilia
ID7608;4;4;2;2;06/02/2023;Ribeirao Preto
ID7609;3;3;2;2;13/01/2023;Bauru
ID7610;5;1;3;4;25/05/2023;Piracicaba
ID7611;8;1;3;1;25/03/2023;Marilia
ID7612;1;3;4;2;05/03/2023;Ribeirao Preto
ID7613;10;4;5;5;06/04/2023;Bauru
ID7614;7;2;5;3;10/03/2023;Piracicaba
ID7615;5;1;3;3;06/08/2023;Marilia
ID7616;9;4;4;2;13/10/2023;Ribeirao Preto
ID7617;9;5;1;1;02/02/2023;Bauru
ID7618;9;5;3;2;09/04/2023;Piracicaba
ID7619;3;3;3;5;10/10/2023;Marilia
ID7620;2;1;1;3;15/06/2023;Ribeirao Preto
ID7621;1;5;4;1;08/01/2023;Bauru
ID7622;9;1;4;2;08/05/2023;Piracicaba
ID7623;5;3;4;5;06/08/2023;Marilia
ID7624;4;5;5;4;28/05/2023;Ribeirao Preto
ID7625;2;4;1;5;26/09/2023;Bauru
ID7626;1;1;4;1;30/10/2023;Piracicaba
ID7627;9;3;4;1;02/02/2023;Marilia
ID7628;9;4;1;2;12/04/2023;Ribeirao Preto
ID7629;1;5;5;1;03/11/2023;Bauru
ID7630;7;5;4;2;01/09/2023;Piracicaba
ID7631;5;3;3;4;26/06/2023;Marilia
ID7632;10;3;2;1;08/04/2023;Ribeirao Preto
ID7633;9;3;4;5;21/12/2023;Bauru
ID7634;5;1;2;5;25/01/2023;Piracicaba
ID7635;9;3;4;1;02/05/2023;Marilia
ID7636;5;5;4;3;01/03/2023;Ribeirao Preto
ID7637;5;3;3;4;11/08/2023;Bauru
ID7638;4;3;1;5;31/10/2023;Piracicaba
ID7639;7;3;1;3;24/08/2023;Marilia
ID7640;4;5;4;3;16/05/2023;Ribeirao Preto
ID7641;7;4;5;5;07/05/2023;Bauru
ID7642;6;1;3;3;18/11/2023;Piracicaba
ID7643;2;3;1;3;07/12/2023;Marilia
ID7644;5;3;3;2;13/01/2023;Ribeirao Preto
ID7645;3;3;3;2;02/01/2023;Bauru
ID7646;9;3;3;3;25/03/2023;Piracicaba
ID7647;6;4;3;1;19/08/2023;Marilia
ID7648;7;2;2;5;15/01/2023;Ribeirao Preto
ID7649;2;3;1;2;05/01/2023;Bauru
ID7650;10;2;2;4;15/09/2023;Piracicaba
ID7651;8;2;2;4;30/05/2023;Marilia
ID7652;10;5;1;1;11/12/2023;Ribeirao Preto
ID7653;2;3;4;3;07/05/2023;Bauru
ID7654;9;2;5;4;05/08/2023;Piracicaba
ID7655;10;5;4;4;09/02/2023;Marilia
ID7656;2;1;5;3;17/08/2023;Ribeirao Preto
ID7657;6;2;5;4;08/05/2023;Bauru
ID7658;2;4;1;4;16/02/2023;Piracicaba
ID7659;8;5;4;1;19/10/2023;Marilia
ID7660;3;3;3;4;01/02/2023;Ribeirao Preto
ID7661;3;5;5;1;01/01/2023;Bauru
ID7662;2;3;4;1;09/09/2023;Piracicaba
ID7663;9;2;1;5;08/01/2023;Marilia
ID7664;10;2;2;3;28/10/2023;Ribeirao Preto
ID7665;1;3;5;2;07/08/2023;Bauru
ID7666;9;4;1;1;20/09/2023;Piracicaba
ID7667;3;3;2;2;20/12/2023;Marilia
ID7668;8;1;3;2;11/03/2023;Ribeirao Preto
ID7669;8;4;5;3;01/06/2023;Bauru
ID7670;8;4;2;3;05/01/2023;Piracicaba
ID7671;4;1;2;3;13/01/2023;Marilia
ID7672;2;2;1;3;05/11/2023;Ribeirao Preto
ID7673;2;4;3;5;25/12/2023;Bauru
ID7674;9;1;3;5;24/01/2023;Piracicaba
ID7675;8;2;5;5;06/05/2023;Marilia
ID7676;10;2;5;4;06/07/2023;Ribeirao Preto
ID7677;1;3;1;4;28/03/2023;Bauru
ID7678;7;2;2;5;13/11/2023;Piracicaba
ID7679;3;4;4;4;30/01/2023;Marilia
ID7680;1;1;4;1;01/06/2023;Ribeirao Preto
ID7681;10;2;3;3;28/10/2023;Bauru
ID7682;9;1;2;4;03/08/2023;Piracicaba
ID7683;8;1;1;1;04/05/2023;Marilia
ID7684;1;5;2;5;03/09/2023;Ribeirao Preto
ID7685;2;4;1;2;30/08/2023;Bauru
ID7686;2;5;4;5;06/12/2023;Piracicaba
ID7687;7;2;3;3;31/01/2023;Marilia
ID7688;3;2;5;5;26/03/2023;Ribeirao Preto
ID7689;2;2;2;5;07/02/2023;Bauru
ID7690;7;1;3;3;02/06/2023;Piracicaba
ID7691;8;2;1;5;14/11/2023;Marilia
ID7692;4;3;5;4;29/01/2023;Ribeirao Preto
ID7693;3;5;4;4;10/10/2023;Bauru
ID7694;5;4;1;1;15/09/2023;Piracicaba
ID7695;7;1;1;5;17/01/2023;Marilia
ID7696;3;5;1;4;20/09/2023;Ribeirao Preto
ID7697;9;4;4;3;10/12/2023;Bauru
ID7698;2;1;4;1;08/10/2023;Piracicaba
ID7699;9;1;2;1;19/04/2023;Marilia
ID7700;5;1;1;4;30/10/2023;Ribeirao Preto
ID7701;10;1;1;1;20/09/2023;Bauru
ID7702;2;5;4;1;02/11/2023;Piracicaba
ID7703;6;2;4;3;05/10/2023;Marilia
ID7704;4;2;2;4;19/05/2023;Ribeirao Preto
ID7705;9;1;3;5;13/03/2023;Bauru
ID7706;9;3;3;3;27/06/2023;Piracicaba
ID7707;7;5;2;1;29/03/2023;Marilia
ID7708;6;4;5;3;09/02/2023;Ribeirao Preto
ID7709;7;1;4;1;03/03/2023;Bauru
ID7710;8;3;4;1;20/07/2023;Piracicaba
ID7711;6;1;4;2;03/03/2023;Marilia
ID7712;6;4;1;3;17/04/2023;Ribeirao Preto
ID7713;6;5;3;1;15/12/2023;Bauru
ID7714;3;1;4;4;01/09/2023;Piracicaba
ID7715;8;4;2;1;17/06/2023;Marilia
ID7716;4;5;3;3;10/02/2023;Ribeirao Preto
ID7717;5;3;1;5;11/09/2023;Bauru
ID7718;3;4;1;2;10/01/2023;Piracicaba
ID7719;9;1;3;2;24/08/2023;Marilia
ID7720;7;2;5;3;31/08/2023;Ribeirao Preto
ID7721;6;5;5;1;21/10/2023;Bauru
ID7722;10;4;2;3;16/12/2023;Piracicaba
ID7723;8;4;4;5;12/11/2023;Marilia
ID7724;8;4;1;1;10/06/2023;Ribeirao Preto
ID7725;6;5;2;3;21/04/2023;Bauru
ID7726;1;5;1;2;24/01/2023;Piracicaba
ID7727;4;4;4;5;21/02/2023;Marilia
ID7728;1;5;1;1;28/07/2023;Ribeirao Preto
ID7729;5;4;1;4;31/10/2023;Bauru
ID7730;10;4;1;5;17/05/2023;Piracicaba
ID7731;10;5;4;2;02/05/2023;Marilia
ID7732;10;5;5;5;31/05/2023;Ribeirao Preto
ID7733;7;1;4;3;21/06/2023;Bauru
ID7734;4;3;2;3;27/12/2023;Piracicaba
ID7735;7;5;5;5;23/11/2023;Marilia
ID7736;5;5;3;5;04/02/2023;Ribeirao Preto
ID7737;9;2;3;1;20/06/2023;Bauru
ID7738;9;1;4;5;13/01/2023;Piracicaba
ID7739;8;1;2;4;31/07/2023;Marilia
ID7740;10;1;1;4;01/06/2023;Ribeirao Preto
ID7741;10;4;3;1;26/04/2023;Bauru
ID7742;5;2;2;4;31/07/2023;Piracicaba
ID7743;6;3;1;1;21/11/2023;Marilia
ID7744;3;1;2;4;23/02/2023;Ribeirao Preto
ID7745;1;2;2;3;06/04/2023;Bauru
ID7746;6;2;3;2;27/05/2023;Piracicaba
ID7747;1;3;5;1;12/06/2023;Marilia
ID7748;10;3;3;3;26/07/2023;Ribeirao Preto
ID7749;1;5;4;2;08/08/2023;Bauru
ID7750;5;1;1;3;08/07/2023;Piracicaba
ID7751;10;2;5;4;12/04/2023;Marilia
ID7752;4;5;3;1;23/11/2023;Ribeirao Preto
ID7753;6;1;4;3;19/07/2023;Bauru
ID7754;2;2;4;4;15/11/2023;Piracicaba
ID7755;3;5;2;2;14/09/2023;Marilia
ID7756;7;4;1;1;18/01/2023;Ribeirao Preto
ID7757;5;5;1;4;29/10/2023;Bauru
ID7758;10;5;4;4;24/11/2023;Piracicaba
ID7759;7;2;4;4;19/08/2023;Marilia
ID7760;3;1;3;5;14/08/2023;Ribeirao Preto
ID7761;10;3;4;2;03/03/2023;Bauru
ID7762;7;1;3;3;20/10/2023;Piracicaba
ID7763;3;1;5;2;30/10/2023;Marilia
ID7764;10;3;1;1;12/12/2023;Ribeirao Preto
ID7765;7;2;1;5;14/05/2023;Bauru
ID7766;2;4;5;1;20/11/2023;Piracicaba
ID7767;2;5;3;5;04/09/2023;Marilia
ID7768;1;3;5;5;26/02/2023;Ribeirao Preto
ID7769;1;2;3;4;09/01/2023;Bauru
ID7770;10;1;2;1;29/09/2023;Piracicaba
ID7771;10;2;2;2;12/12/2023;Marilia
ID7772;3;3;5;1;29/11/2023;Ribeirao Preto
ID7773;4;1;3;2;07/09/2023;Bauru
ID7774;7;2;5;1;23/08/2023;Piracicaba
ID7775;2;3;4;4;12/10/2023;Marilia
ID7776;3;2;3;5;12/01/2023;Ribeirao Preto
ID7777;1;1;4;5;29/06/2023;Bauru
ID7778;10;3;5;3;19/01/2023;Piracicaba
ID7779;6;3;1;4;18/02/2023;Marilia
ID7780;7;5;4;3;20/10/2023;Ribeirao Preto
ID7781;3;1;5;1;29/01/2023;Bauru
ID7782;9;2;5;5;20/03/2023;Piracicaba
ID7783;8;5;1;1;28/07/2023;Marilia
ID7784;1;2;1;5;09/11/2023;Ribeirao Preto
ID7785;8;2;2;4;27/08/2023;Bauru
ID7786;8;3;5;1;18/03/2023;Piracicaba
ID7787;10;4;1;3;25/10/2023;Marilia
ID7788;7;1;5;1;17/10/2023;Ribeirao Preto
ID7789;3;2;5;3;12/08/2023;Bauru
ID7790;5;5;4;4;19/03/2023;Piracicaba
ID7791;4;4;4;1;31/03/2023;Marilia
ID7792;3;3;4;1;26/02/2023;Ribeirao Preto
ID7793;7;5;1;4;25/12/2023;Bauru
ID7794;4;5;1;4;07/07/2023;Piracicaba
ID7795;9;2;2;4;09/03/2023;Marilia
ID7796;7;3;5;2;20/12/2023;Ribeirao Preto
ID7797;5;3;1;4;07/08/2023;Bauru
ID7798;10;3;4;4;15/05/2023;Piracicaba
ID7799;3;4;5;1;30/09/2023;Marilia
ID7800;3;1;2;2;06/05/2023;Ribeirao Preto
ID7801;1;3;3;4;12/10/2023;Bauru
ID7802;10;5;5;3;08/07/2023;Piracicaba
ID7803;1;3;2;4;25/06/2023;Marilia
ID7804;8;5;2;2;23/03/2023;Ribeirao Preto
ID7805;5;1;5;5;13/09/2023;Bauru
ID7806;7;4;2;2;12/04/2023;Piracicaba
ID7807;1;5;4;2;06/12/2023;Marilia
ID7808;9;3;4;4;07/05/2023;Ribeirao Preto
ID7809;9;2;4;5;07/03/2023;Bauru
ID7810;3;5;2;3;31/05/2023;Piracicaba
ID7811;4;1;5;4;02/03/2023;Marilia
ID7812;7;3;5;4;17/05/2023;Ribeirao Preto
ID7813;1;2;2;3;21/12/2023;Bauru
ID7814;2;4;2;5;07/09/2023;Piracicaba
ID7815;5;1;1;3;24/05/2023;Marilia
ID7816;6;3;3;3;29/10/2023;Ribeirao Preto
ID7817;10;2;1;4;04/11/2023;Bauru
ID7818;2;2;3;2;15/11/2023;Piracicaba
ID7819;5;1;4;5;29/06/2023;Marilia
ID7820;10;4;5;4;15/07/2023;Ribeirao Preto
ID7821;1;2;4;1;27/01/2023;Bauru
ID7822;6;2;2;2;10/06/2023;Piracicaba
ID7823;2;3;2;3;05/05/2023;Marilia
ID7824;7;1;4;5;25/01/2023;Ribeirao Preto
ID7825;1;3;4;5;15/09/2023;Bauru
ID7826;8;3;5;3;04/10/2023;Piracicaba
ID7827;1;1;3;3;11/07/2023;Marilia
ID7828;5;5;4;4;01/02/2023;Ribeirao Preto
ID7829;9;2;4;2;07/04/2023;Bauru
ID7830;7;1;3;4;20/02/2023;Piracicaba
ID7831;7;3;4;5;10/11/2023;Marilia
ID7832;5;2;2;5;27/06/2023;Ribeirao Preto
ID7833;2;2;2;5;02/07/2023;Bauru
ID7834;2;4;4;1;14/07/2023;Piracicaba
ID7835;3;2;2;1;01/03/2023;Marilia
ID7836;1;4;3;1;09/08/2023;Ribeirao Preto
ID7837;10;2;4;1;20/02/2023;Bauru
ID7838;8;3;1;2;28/03/2023;Piracicaba
ID7839;5;2;5;3;01/08/2023;Marilia
ID7840;2;4;4;4;27/02/2023;Ribeirao Preto
ID7841;8;1;2;2;28/07/2023;Bauru
ID7842;5;1;4;2;30/05/2023;Piracicaba
ID7843;7;4;2;1;13/06/2023;Marilia
ID7844;9;3;5;1;12/04/2023;Ribeirao Preto
ID7845;7;5;5;2;06/04/2023;Bauru
ID7846;10;2;4;1;07/02/2023;Piracicaba
ID7847;1;4;3;5;14/04/2023;Marilia
ID7848;6;1;2;1;07/03/2023;Ribeirao Preto
ID7849;5;5;5;5;30/09/2023;Bauru
ID7850;9;5;5;5;09/03/2023;Piracicaba
ID7851;6;4;5;1;22/06/2023;Marilia
ID7852;7;2;1;5;04/10/2023;Ribeirao Preto
ID7853;8;3;1;2;16/12/2023;Bauru
ID7854;1;3;1;3;09/01/2023;Piracicaba
ID7855;6;1;1;4;24/12/2023;Marilia
ID7856;1;2;4;2;19/09/2023;Ribeirao Preto
ID7857;1;4;1;2;17/01/2023;Bauru
ID7858;9;1;2;4;19/06/2023;Piracicaba
ID7859;8;4;5;4;05/10/2023;Marilia
ID7860;5;4;5;4;15/10/2023;Ribeirao Preto
ID7861;8;4;1;3;16/01/2023;Bauru
ID7862;8;2;1;1;28/05/2023;Piracicaba
ID7863;3;4;5;1;14/04/2023;Marilia
ID7864;8;3;4;2;31/05/2023;Ribeirao Preto
ID7865;2;3;2;4;24/08/2023;Bauru
ID7866;9;1;1;1;03/05/2023;Piracicaba
ID7867;4;3;4;3;30/12/2023;Marilia
ID7868;10;3;4;2;23/08/2023;Ribeirao Preto
ID7869;5;3;2;5;19/08/2023;Bauru
ID7870;10;1;5;4;05/04/2023;Piracicaba
ID7871;8;2;5;5;20/07/2023;Marilia
ID7872;7;1;4;5;07/08/2023;Ribeirao Preto
ID7873;10;2;1;5;20/12/2023;Bauru
ID7874;9;4;3;1;28/12/2023;Piracicaba
ID7875;7;5;2;1;04/10/2023;Marilia
ID7876;9;5;3;4;16/02/2023;Ribeirao Preto
ID7877;5;4;5;1;22/03/2023;Bauru
ID7878;3;1;1;3;21/04/2023;Piracicaba
ID7879;8;2;3;1;24/08/2023;Marilia
ID7880;9;1;3;4;28/05/2023;Ribeirao Preto
ID7881;10;5;2;5;26/06/2023;Bauru
ID7882;2;5;5;2;01/04/2023;Piracicaba
ID7883;7;3;3;5;14/02/2023;Marilia
ID7884;10;1;3;5;11/09/2023;Ribeirao Preto
ID7885;3;2;2;4;10/11/2023;Bauru
ID7886;7;3;5;4;15/06/2023;Piracicaba
ID7887;7;1;3;1;09/02/2023;Marilia
ID7888;6;1;5;3;12/11/2023;Ribeirao Preto
ID7889;5;3;2;3;21/07/2023;Bauru
ID7890;4;4;4;2;25/03/2023;Piracicaba
ID7891;9;1;3;3;08/08/2023;Marilia
ID7892;9;3;1;4;08/09/2023;Ribeirao Preto
ID7893;3;1;2;4;02/09/2023;Bauru
ID7894;5;4;2;3;17/07/2023;Piracicaba
ID7895;10;2;1;1;25/10/2023;Marilia
ID7896;4;1;2;2;24/05/2023;Ribeirao Preto
ID7897;8;5;5;3;03/04/2023;Bauru
ID7898;8;5;1;3;21/06/2023;Piracicaba
ID7899;7;5;3;2;02/08/2023;Marilia
ID7900;3;1;2;4;03/01/2023;Ribeirao Preto
ID7901;10;4;4;4;18/02/2023;Bauru
ID7902;1;3;3;5;29/10/2023;Piracicaba
ID7903;2;1;2;5;28/09/2023;Marilia
ID7904;9;4;5;1;28/11/2023;Ribeirao Preto
ID7905;9;3;2;1;19/03/2023;Bauru
ID7906;5;3;1;5;31/10/2023;Piracicaba
ID7907;3;5;1;1;19/04/2023;Marilia
ID7908;5;2;5;5;15/10/2023;Ribeirao Preto
ID7909;1;1;4;4;20/12/2023;Bauru
ID7910;10;5;2;2;09/10/2023;Piracicaba
ID7911;6;3;1;5;01/04/2023;Marilia
ID7912;3;5;1;4;03/03/2023;Ribeirao Preto
ID7913;5;2;5;4;05/11/2023;Bauru
ID7914;1;5;2;5;21/12/2023;Piracicaba
ID7915;1;4;3;4;21/08/2023;Marilia
ID7916;1;2;5;3;04/10/2023;Ribeirao Preto
ID7917;9;3;1;2;02/07/2023;Bauru
ID7918;10;4;5;1;25/11/2023;Piracicaba
ID7919;2;5;2;4;25/07/2023;Marilia
ID7920;2;5;5;4;16/10/2023;Ribeirao Preto
ID7921;8;3;4;5;24/09/2023;Bauru
ID7922;1;4;2;5;07/06/2023;Piracicaba
ID7923;4;5;3;4;03/03/2023;Marilia
ID7924;8;3;2;1;16/03/2023;Ribeirao Preto
ID7925;3;5;5;5;16/05/2023;Bauru
ID7926;3;2;5;1;07/08/2023;Piracicaba
ID7927;9;2;1;2;21/09/2023;Marilia
ID7928;2;1;3;1;28/05/2023;Ribeirao Preto
ID7929;7;1;3;1;28/08/2023;Bauru
ID7930;9;1;5;1;26/09/2023;Piracicaba
ID7931;2;4;5;5;18/06/2023;Marilia
ID7932;5;1;5;4;05/04/2023;Ribeirao Preto
ID7933;1;1;3;3;23/05/2023;Bauru
ID7934;5;5;1;2;26/01/2023;Piracicaba
ID7935;4;4;3;2;04/10/2023;Marilia
ID7936;6;1;5;2;13/11/2023;Ribeirao Preto
ID7937;6;4;4;5;13/08/2023;Bauru
ID7938;3;4;2;4;01/05/2023;Piracicaba
ID7939;3;4;5;5;07/03/2023;Marilia
ID7940;5;5;5;3;14/12/2023;Ribeirao Preto
ID7941;3;3;3;1;26/10/2023;Bauru
ID7942;3;4;3;2;12/03/2023;Piracicaba
ID7943;4;4;1;5;06/05/2023;Marilia
ID7944;2;3;5;5;16/09/2023;Ribeirao Preto
ID7945;6;5;2;2;12/10/2023;Bauru
ID7946;1;2;4;4;15/05/2023;Piracicaba
ID7947;1;1;4;4;30/01/2023;Marilia
ID7948;7;2;1;4;09/11/2023;Ribeirao Preto
ID7949;6;3;5;3;03/06/2023;Bauru
ID7950;8;1;2;1;29/05/2023;Piracicaba
ID7951;1;2;3;5;08/07/2023;Marilia
ID7952;1;5;2;4;06/09/2023;Ribeirao Preto
ID7953;10;3;4;2;29/07/2023;Bauru
ID7954;8;5;2;4;23/06/2023;Piracicaba
ID7955;2;4;1;1;10/04/2023;Marilia
ID7956;5;2;1;4;01/04/2023;Ribeirao Preto
ID7957;10;4;1;5;02/11/2023;Bauru
ID7958;9;2;4;1;29/01/2023;Piracicaba
ID7959;5;5;3;4;18/12/2023;Marilia
ID7960;6;5;3;5;27/01/2023;Ribeirao Preto
ID7961;5;5;3;2;14/09/2023;Bauru
ID7962;9;5;1;3;09/08/2023;Piracicaba
ID7963;4;5;4;1;26/12/2023;Marilia
ID7964;5;3;4;1;25/12/2023;Ribeirao Preto
ID7965;4;2;2;3;01/11/2023;Bauru
ID7966;2;2;1;2;26/07/2023;Piracicaba
ID7967;9;1;3;2;02/11/2023;Marilia
ID7968;6;2;2;1;13/07/2023;Ribeirao Preto
ID7969;9;5;2;4;20/01/2023;Bauru
ID7970;9;2;1;2;09/03/2023;Piracicaba
ID7971;9;1;3;2;21/04/2023;Marilia
ID7972;7;2;1;5;05/08/2023;Ribeirao Preto
ID7973;2;4;4;3;17/01/2023;Bauru
ID7974;3;5;3;1;30/07/2023;Piracicaba
ID7975;7;5;3;4;28/06/2023;Marilia
ID7976;5;2;2;2;16/05/2023;Ribeirao Preto
ID7977;10;2;4;3;16/01/2023;Bauru
ID7978;8;4;5;3;11/03/2023;Piracicaba
ID7979;5;1;2;3;20/04/2023;Marilia
ID7980;8;5;1;3;22/05/2023;Ribeirao Preto
ID7981;6;4;3;4;11/05/2023;Bauru
ID7982;3;3;5;2;10/11/2023;Piracicaba
ID7983;8;2;1;2;28/11/2023;Marilia
ID7984;9;4;3;4;06/02/2023;Ribeirao Preto
ID7985;9;1;4;3;29/08/2023;Bauru
ID7986;5;1;5;5;19/07/2023;Piracicaba
ID7987;1;1;5;5;02/04/2023;Marilia
ID7988;1;4;4;1;26/08/2023;Ribeirao Preto
ID7989;3;1;4;2;19/12/2023;Bauru
ID7990;9;1;5;1;14/08/2023;Piracicaba
ID7991;2;4;4;3;14/10/2023;Marilia
ID7992;8;4;3;5;05/04/2023;Ribeirao Preto
ID7993;7;2;4;4;19/01/2023;Bauru
ID7994;10;2;3;2;26/05/2023;Piracicaba
ID7995;10;2;4;5;16/08/2023;Marilia
ID7996;3;3;4;5;21/04/2023;Ribeirao Preto
ID7997;9;2;2;5;07/11/2023;Bauru
ID7998;9;5;5;4;16/01/2023;Piracicaba
ID7999;4;1;4;3;22/12/2023;Marilia
ID8000;1;3;3;3;25/10/2023;Ribeirao Preto
ID8001;9;1;5;5;05/12/2023;Bauru
ID8002;3;1;1;3;09/05/2023;Piracicaba
ID8003;9;2;2;4;13/02/2023;Marilia
ID8004;2;4;2;3;16/08/2023;Ribeirao Preto
ID8005;9;2;5;1;11/03/2023;Bauru
ID8006;10;1;4;3;12/06/2023;Piracicaba
ID8007;5;5;5;5;09/08/2023;Marilia
ID8008;3;2;4;2;19/12/2023;Ribeirao Preto
ID8009;9;2;3;4;10/07/2023;Bauru
ID8010;6;4;1;5;04/01/2023;Piracicaba
ID8011;6;3;1;5;14/11/2023;Marilia
ID8012;5;4;1;4;20/03/2023;Ribeirao Preto
ID8013;4;2;4;4;03/05/2023;Bauru
ID8014;8;4;4;5;10/01/2023;Piracicaba
ID8015;2;4;5;4;08/02/2023;Marilia
ID8016;10;1;5;2;02/04/2023;Ribeirao Preto
ID8017;1;4;3;4;16/07/2023;Bauru
ID8018;5;5;4;1;09/09/2023;Piracicaba
ID8019;10;4;3;5;24/05/2023;Marilia
ID8020;10;5;4;1;08/10/2023;Ribeirao Preto
ID8021;10;3;1;4;27/11/2023;Bauru
ID8022;6;4;1;5;07/08/2023;Piracicaba
ID8023;9;5;1;4;06/01/2023;Marilia
ID8024;2;1;2;3;14/06/2023;Ribeirao Preto
ID8025;4;4;3;4;04/04/2023;Bauru
ID8026;4;5;2;3;22/04/2023;Piracicaba
ID8027;1;4;1;4;22/10/2023;Marilia
ID8028;8;5;3;3;10/01/2023;Ribeirao Preto
ID8029;2;5;3;4;20/10/2023;Bauru
ID8030;5;5;5;2;03/07/2023;Piracicaba
